OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Count_12,TARGET_FID_12,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,MBSNCD,MBSNNM,BBSNCD,Urban,Elev,Slope,HSI,HSI_QUANTILE,HSI_QUANTILE_RANGE,MAP_NUM,MAP_NAME,구분,LV2_CODE,LV2_NAME,LC2Code,Shape_Length,Shape_Area
347,2,165123,1,19958,1,165123,48740,Changnyeong-gun,창녕군,2017,낙동창녕,20,1,1,1,0.3118140,2,0.173682 - 0.336644,358063,쌍책, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
348,1,165753,1,20215,1,165753,48740,Changnyeong-gun,창녕군,2017,낙동창녕,20,1,1,1,0.2241990,2,0.173682 - 0.336644,358073,창령, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
349,1,168829,1,21402,1,168829,48740,Changnyeong-gun,창녕군,2017,낙동창녕,20,1,1,1,0.2706060,2,0.173682 - 0.336644,358073,창령, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
350,1,162051,1,18725,1,162051,48720,Uiryeong-gun,의령군,2017,낙동창녕,20,1,1,1,0.3807380,3,0.336645 - 0.965233,358102,남지, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
351,1,157116,1,16728,1,157116,48720,Uiryeong-gun,의령군,2017,낙동창녕,20,1,1,1,0.1440710,1,0.003985 - 0.173681,358092,삼가, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
352,2,162055,1,18729,1,162055,48720,Uiryeong-gun,의령군,2017,낙동창녕,20,1,1,1,0.2506310,2,0.173682 - 0.336644,358102,남지, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
353,1,160810,1,18215,1,160810,48720,Uiryeong-gun,의령군,2017,낙동창녕,20,1,1,1,0.3788960,3,0.336645 - 0.965233,358101,부림, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
354,1,167588,1,20910,1,167588,48740,Changnyeong-gun,창녕군,2017,낙동창녕,20,1,1,1,0.2897860,2,0.173682 - 0.336644,358064,대합, ,710,내륙수,710,4000.000000000000000,1000000.000000000000000
355,1,158946,1,17450,1,158946,48890,Hapcheon-gun,합천군,2018,남강댐,20,0,1,1,0.2887940,2,0.173682 - 0.336644,358091,가회, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
356,1,158955,1,17459,1,158955,48890,Hapcheon-gun,합천군,2018,남강댐,20,1,1,1,0.3776010,3,0.336645 - 0.965233,358092,삼가, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
357,1,141094,1,10486,1,141094,48850,Hadong-gun,하동군,2018,남강댐,20,1,1,1,0.1568640,1,0.003985 - 0.173681,357161,청암, ,210,논,210,4000.000000000000000,1000000.000000000000000
358,1,138029,1,9332,1,138029,48240,Sacheon-si,사천시,2018,남강댐,20,1,1,1,0.2115030,2,0.173682 - 0.336644,357162,대평, ,210,논,210,4000.000000000000000,1000000.000000000000000
359,1,144178,1,11701,1,144178,48170,Jinju-si,진주시,2018,남강댐,20,1,1,1,0.1986110,2,0.173682 - 0.336644,357162,대평, ,210,논,210,4000.000000000000000,1000000.000000000000000
360,1,151563,1,14539,1,151563,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.3104670,2,0.173682 - 0.336644,358093,정평, ,210,논,210,4000.000000000000000,1000000.000000000000000
361,1,152135,1,14750,1,152135,45190,Namwon-si,남원시,2018,남강댐,20,1,1,1,0.3689750,3,0.336645 - 0.965233,357113,덕동,B,210,논,210,4000.000000000000000,1000000.000000000000000
362,1,156490,1,16466,1,156490,48890,Hapcheon-gun,합천군,2018,남강댐,20,1,1,1,0.3428730,3,0.336645 - 0.965233,358091,가회, ,210,논,210,4000.000000000000000,1000000.000000000000000
363,1,158932,1,17437,1,158932,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.3563430,3,0.336645 - 0.965233,357122,산청, ,210,논,210,4000.000000000000000,1000000.000000000000000
364,1,159515,1,17653,1,159515,45190,Namwon-si,남원시,2018,남강댐,20,1,1,1,0.4447880,3,0.336645 - 0.965233,357111,운봉, ,210,논,210,4000.000000000000000,1000000.000000000000000
365,1,161998,1,18674,1,161998,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.3715760,3,0.336645 - 0.965233,357121,생초, ,210,논,210,4000.000000000000000,1000000.000000000000000
366,1,150317,1,14069,1,150317,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.3031700,2,0.173682 - 0.336644,357123,사리, ,220,밭,220,4000.000000000000000,1000000.000000000000000
367,1,157055,1,16675,1,157055,45190,Namwon-si,남원시,2018,남강댐,20,1,1,1,0.3675260,3,0.336645 - 0.965233,357111,운봉, ,220,밭,220,4000.000000000000000,1000000.000000000000000
368,1,160762,1,18171,1,160762,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.3819800,3,0.336645 - 0.965233,357112,가흥, ,220,밭,220,4000.000000000000000,1000000.000000000000000
369,1,149703,1,13849,1,149703,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.1241910,1,0.003985 - 0.173681,357123,사리, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
370,1,154631,1,15700,1,154631,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.1541270,1,0.003985 - 0.173681,357122,산청, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
371,1,146009,1,12431,1,146009,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2151500,2,0.173682 - 0.336644,357123,사리, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
372,1,150322,1,14072,1,150322,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2112900,2,0.173682 - 0.336644,357124,단성, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
373,1,150945,1,14306,1,150945,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2401890,2,0.173682 - 0.336644,357124,단성, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
374,1,152175,1,14768,1,152175,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2906720,2,0.173682 - 0.336644,357124,단성, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
375,1,158301,1,17177,1,158301,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.2271240,2,0.173682 - 0.336644,357112,가흥, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
376,1,165073,1,19911,1,165073,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.3302360,2,0.173682 - 0.336644,357083,수동, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
377,1,153982,1,15446,1,153982,45190,Namwon-si,남원시,2018,남강댐,20,1,1,1,0.4056440,3,0.336645 - 0.965233,357113,덕동,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
378,2,169361,1,21569,2,169361,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.4159690,3,0.336645 - 0.965233,357073,반암,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
379,1,139860,1,10011,2,139860,48850,Hadong-gun,하동군,2018,남강댐,20,1,1,1,0.1316420,1,0.003985 - 0.173681,357161,청암, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
380,2,139874,1,10024,1,139874,48170,Jinju-si,진주시,2018,남강댐,20,1,1,1,0.1719960,1,0.003985 - 0.173681,357162,대평, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
381,1,142932,1,11190,2,142932,48850,Hadong-gun,하동군,2018,남강댐,20,1,1,1,0.2307590,2,0.173682 - 0.336644,357161,청암, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
382,1,142937,1,11195,1,142937,48850,Hadong-gun,하동군,2018,남강댐,20,1,1,1,0.1770750,2,0.173682 - 0.336644,357161,청암, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
383,1,147873,1,13177,2,147873,48170,Jinju-si,진주시,2018,남강댐,20,1,1,1,0.1924850,2,0.173682 - 0.336644,358093,정평, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
384,1,149717,1,13862,1,149717,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2553240,2,0.173682 - 0.336644,358093,정평, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
385,2,155882,1,16216,1,155882,48720,Uiryeong-gun,의령군,2018,남강댐,20,1,1,1,0.2420470,2,0.173682 - 0.336644,358092,삼가, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
386,2,158941,1,17445,1,158941,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2080250,2,0.173682 - 0.336644,357122,산청, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
387,1,159539,1,17674,1,159539,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2750850,2,0.173682 - 0.336644,357121,생초, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
388,1,160786,1,18194,1,160786,48890,Hapcheon-gun,합천군,2018,남강댐,20,1,1,1,0.1788420,2,0.173682 - 0.336644,357122,산청, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
389,1,162618,1,18921,1,162618,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.3161970,2,0.173682 - 0.336644,357121,생초, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
390,1,163237,1,19176,1,163237,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2735760,2,0.173682 - 0.336644,357084,신원, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
391,1,153991,1,15449,1,153991,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.4280010,3,0.336645 - 0.965233,357114,대성, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
392,1,155825,1,16167,1,155825,45190,Namwon-si,남원시,2018,남강댐,20,1,1,1,0.3388130,3,0.336645 - 0.965233,357111,운봉, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
393,1,157104,1,16717,1,157104,48890,Hapcheon-gun,합천군,2018,남강댐,20,1,1,1,0.3816660,3,0.336645 - 0.965233,358091,가회, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
394,1,160758,1,18167,1,160758,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.3492690,3,0.336645 - 0.965233,357112,가흥, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
395,1,160801,1,18209,1,160801,48890,Hapcheon-gun,합천군,2018,남강댐,20,1,1,1,0.3410300,3,0.336645 - 0.965233,358092,삼가, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
396,1,166920,1,20634,1,166920,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.4164160,3,0.336645 - 0.965233,357083,수동, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
397,1,170602,1,22068,1,170602,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.3727270,3,0.336645 - 0.965233,357074,함양, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
398,1,172451,1,22807,1,172451,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.3530280,3,0.336645 - 0.965233,357081,안의, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
399,1,173072,1,23058,1,173072,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.4862370,3,0.336645 - 0.965233,357081,안의, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
400,1,177362,1,24734,1,177362,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.4619240,3,0.336645 - 0.965233,357072,송계,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
401,2,146016,1,12437,1,146016,48850,Hadong-gun,하동군,2018,남강댐,20,1,1,1,0.1659780,1,0.003985 - 0.173681,357124,단성, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
402,1,142328,1,10957,1,142328,48170,Jinju-si,진주시,2018,남강댐,20,1,1,1,0.2107020,2,0.173682 - 0.336644,357162,대평, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
403,2,146639,1,12687,1,146639,48170,Jinju-si,진주시,2018,남강댐,20,1,1,1,0.2767190,2,0.173682 - 0.336644,357124,단성, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
404,1,150946,1,14307,1,150946,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2222030,2,0.173682 - 0.336644,357124,단성, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
405,1,153412,1,15241,1,153412,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.3326980,2,0.173682 - 0.336644,358093,정평, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
406,1,153413,1,15242,1,153413,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2945840,2,0.173682 - 0.336644,358093,정평, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
407,1,158918,1,17423,1,158918,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.4588070,3,0.336645 - 0.965233,357112,가흥, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
408,1,162613,1,18916,1,162613,48870,Hamyang-gun,함양군,2018,남강댐,20,1,1,1,0.3373200,3,0.336645 - 0.965233,357121,생초, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
409,1,153388,1,15222,1,153388,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.2629850,2,0.173682 - 0.336644,357123,사리, ,430,기타초지,430,4000.000000000000000,1000000.000000000000000
410,1,141720,1,10735,1,141720,48170,Jinju-si,진주시,2018,남강댐,20,1,1,1,0.1358000,1,0.003985 - 0.173681,357162,대평, ,710,내륙수,710,4000.000000000000000,1000000.000000000000000
411,1,156470,1,16446,1,156470,48860,Sancheong-gun,산청군,2018,남강댐,20,1,1,1,0.3232420,2,0.173682 - 0.336644,357121,생초, ,710,내륙수,710,4000.000000000000000,1000000.000000000000000
412,1,141727,1,10742,1,141727,48170,Jinju-si,진주시,2019,남강,20,0,1,1,0.2028810,2,0.173682 - 0.336644,358131,진주, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
413,1,141734,1,10749,1,141734,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2125570,2,0.173682 - 0.336644,358132,삼곡, ,210,논,210,4000.000000000000000,1000000.000000000000000
414,1,144821,1,11976,1,144821,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.3040630,2,0.173682 - 0.336644,358141,반성, ,210,논,210,4000.000000000000000,1000000.000000000000000
415,2,146663,1,12711,1,146663,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2749280,2,0.173682 - 0.336644,358094,가례, ,210,논,210,4000.000000000000000,1000000.000000000000000
416,1,150366,1,14114,1,150366,48730,Haman-gun,함안군,2019,남강,20,1,1,1,0.2475930,2,0.173682 - 0.336644,358104,함안, ,210,논,210,4000.000000000000000,1000000.000000000000000
417,1,152833,1,15044,1,152833,48730,Haman-gun,함안군,2019,남강,20,1,1,1,0.2086430,2,0.173682 - 0.336644,358104,함안, ,210,논,210,4000.000000000000000,1000000.000000000000000
418,1,143569,1,11461,1,143569,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2302300,2,0.173682 - 0.336644,358131,진주, ,220,밭,220,4000.000000000000000,1000000.000000000000000
419,1,147907,1,13211,1,147907,48730,Haman-gun,함안군,2019,남강,20,1,1,1,0.2647280,2,0.173682 - 0.336644,358104,함안, ,220,밭,220,4000.000000000000000,1000000.000000000000000
420,2,153442,1,15268,1,153442,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.2677360,2,0.173682 - 0.336644,358104,함안, ,230,하우스재배지,230,4000.000000000000000,1000000.000000000000000
421,1,141124,1,10516,1,141124,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2334070,2,0.173682 - 0.336644,358132,삼곡, ,240,과수원,240,4000.000000000000000,1000000.000000000000000
422,1,138051,1,9354,1,138051,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2479030,2,0.173682 - 0.336644,358132,삼곡, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
423,1,149124,1,13656,1,149124,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.2510350,2,0.173682 - 0.336644,358094,가례, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
424,1,131287,1,7257,1,131287,48820,Goseong-gun,고성군,2019,남강,20,1,1,1,0.1508700,1,0.003985 - 0.173681,358134,두문, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
425,1,134365,1,8144,1,134365,48820,Goseong-gun,고성군,2019,남강,20,1,1,1,0.1307390,1,0.003985 - 0.173681,358143,구만, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
426,1,134983,1,8327,1,134983,48820,Goseong-gun,고성군,2019,남강,20,1,1,1,0.1575820,1,0.003985 - 0.173681,358143,구만, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
427,2,135586,1,8497,2,135586,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2018280,2,0.173682 - 0.336644,358134,두문, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
428,1,139908,1,10058,1,139908,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.1778460,2,0.173682 - 0.336644,358141,반성, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
429,1,144208,1,11731,1,144208,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2888410,2,0.173682 - 0.336644,358141,반성, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
430,1,144215,1,11738,1,144215,48730,Haman-gun,함안군,2019,남강,20,1,1,1,0.2372810,2,0.173682 - 0.336644,358141,반성, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
431,1,145447,1,12237,1,145447,48730,Haman-gun,함안군,2019,남강,20,1,1,1,0.2772070,2,0.173682 - 0.336644,358142,봉성, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
432,1,146681,1,12728,1,146681,48730,Haman-gun,함안군,2019,남강,20,1,1,1,0.2535350,2,0.173682 - 0.336644,358104,함안, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
433,1,149108,1,13640,1,149108,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2547390,2,0.173682 - 0.336644,358093,정평, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
434,1,150346,1,14094,1,150346,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2866860,2,0.173682 - 0.336644,358094,가례, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
435,1,152824,1,15035,1,152824,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.2802410,2,0.173682 - 0.336644,358103,의령, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
436,1,155896,1,16229,1,155896,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.3414190,3,0.336645 - 0.965233,358101,부림, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
437,3,142370,1,10998,2,142370,48125,"Masanhappo-gu, Changwon-si",창원시 마산합포구,2019,남강,20,1,1,1,0.1170620,1,0.003985 - 0.173681,358141,반성, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
438,1,153426,1,15254,1,153426,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.1466600,1,0.003985 - 0.173681,358094,가례, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
439,2,137440,1,9131,1,137440,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2311060,2,0.173682 - 0.336644,358143,구만, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
440,1,138674,1,9586,1,138674,48170,Jinju-si,진주시,2019,남강,20,1,1,1,0.2367760,2,0.173682 - 0.336644,358141,반성, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
441,1,152220,1,14813,2,152220,48730,Haman-gun,함안군,2019,남강,20,1,1,1,0.2946480,2,0.173682 - 0.336644,358104,함안, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
442,1,152811,1,15023,1,152811,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.3276350,2,0.173682 - 0.336644,358094,가례, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
443,1,154659,1,15726,1,154659,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.2822710,2,0.173682 - 0.336644,358092,삼가, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
444,1,150351,1,14099,1,150351,48720,Uiryeong-gun,의령군,2019,남강,20,1,1,1,0.2469720,2,0.173682 - 0.336644,358094,가례, ,430,기타초지,430,4000.000000000000000,1000000.000000000000000
445,1,156531,1,16507,1,156531,48740,Changnyeong-gun,창녕군,2020,낙동밀양,20,1,1,1,0.2507570,2,0.173682 - 0.336644,358111,영산, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
446,1,145484,1,12273,2,145484,48250,Gimhae-si,김해시,2020,낙동밀양,20,1,1,1,0.1404300,1,0.003985 - 0.173681,358161,무계, ,210,논,210,4000.000000000000000,1000000.000000000000000
447,1,150377,1,14125,1,150377,48730,Haman-gun,함안군,2020,낙동밀양,20,0,1,1,0.2226670,2,0.173682 - 0.336644,358113,창원, ,210,논,210,4000.000000000000000,1000000.000000000000000
448,1,151021,1,14382,1,151021,48250,Gimhae-si,김해시,2020,낙동밀양,20,1,1,1,0.2237770,2,0.173682 - 0.336644,358123,봉림, ,210,논,210,4000.000000000000000,1000000.000000000000000
449,1,151630,1,14605,1,151630,48250,Gimhae-si,김해시,2020,낙동밀양,20,1,1,1,0.1902590,2,0.173682 - 0.336644,358123,봉림, ,210,논,210,4000.000000000000000,1000000.000000000000000
450,1,154091,1,15536,1,154091,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.1927570,2,0.173682 - 0.336644,358123,봉림, ,210,논,210,4000.000000000000000,1000000.000000000000000
451,1,155315,1,16014,1,155315,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.2442740,2,0.173682 - 0.336644,358112,오방, ,210,논,210,4000.000000000000000,1000000.000000000000000
452,1,155930,1,16262,1,155930,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.2118630,2,0.173682 - 0.336644,358112,오방, ,220,밭,220,4000.000000000000000,1000000.000000000000000
453,1,160830,1,18235,1,160830,48740,Changnyeong-gun,창녕군,2020,낙동밀양,20,1,1,1,0.3083140,2,0.173682 - 0.336644,358102,남지, ,220,밭,220,4000.000000000000000,1000000.000000000000000
454,1,162061,1,18735,1,162061,48740,Changnyeong-gun,창녕군,2020,낙동밀양,20,1,1,1,0.2924410,2,0.173682 - 0.336644,358102,남지, ,220,밭,220,4000.000000000000000,1000000.000000000000000
455,2,154700,1,15767,1,154700,48121,"Uichang-gu, Changwon-si",창원시 의창구,2020,낙동밀양,20,1,1,1,0.2198310,2,0.173682 - 0.336644,358114,진영, ,230,하우스재배지,230,4000.000000000000000,1000000.000000000000000
456,1,149175,1,13707,1,149175,48250,Gimhae-si,김해시,2020,낙동밀양,20,1,1,1,0.2716560,2,0.173682 - 0.336644,358123,봉림, ,240,과수원,240,4000.000000000000000,1000000.000000000000000
457,2,143020,1,11271,3,143020,48123,"Seongsan-gu, Changwon-si",창원시 성산구,2020,낙동밀양,20,1,1,1,0.0670217,1,0.003985 - 0.173681,358161,무계, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
458,1,160233,1,17999,1,160233,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.2885930,2,0.173682 - 0.336644,358112,오방, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
459,1,158380,1,17254,1,158380,48740,Changnyeong-gun,창녕군,2020,낙동밀양,20,1,1,1,0.1681020,1,0.003985 - 0.173681,358111,영산, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
460,1,162682,1,18978,1,162682,48740,Changnyeong-gun,창녕군,2020,낙동밀양,20,1,1,1,0.1544650,1,0.003985 - 0.173681,358111,영산, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
461,1,153456,1,15282,1,153456,48730,Haman-gun,함안군,2020,낙동밀양,20,1,1,1,0.2110050,2,0.173682 - 0.336644,358113,창원, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
462,1,156544,1,16520,1,156544,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.2972700,2,0.173682 - 0.336644,358112,오방, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
463,1,158387,1,17261,1,158387,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.2940350,2,0.173682 - 0.336644,358112,오방, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
464,1,163310,1,19246,2,163310,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.3196390,2,0.173682 - 0.336644,358112,오방, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
465,1,164533,1,19736,1,164533,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.2498710,2,0.173682 - 0.336644,358074,인산, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
466,1,165155,1,19988,2,165155,48270,Miryang-si,밀양시,2020,낙동밀양,20,1,1,1,0.2476020,2,0.173682 - 0.336644,358074,인산, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
467,1,148537,1,13456,1,148537,48730,Haman-gun,함안군,2020,낙동밀양,20,1,1,1,0.1507970,1,0.003985 - 0.173681,358113,창원, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
468,1,150385,1,14132,1,150385,48121,"Uichang-gu, Changwon-si",창원시 의창구,2020,낙동밀양,20,1,1,1,0.1181040,1,0.003985 - 0.173681,358113,창원, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
469,1,149153,1,13685,1,149153,48730,Haman-gun,함안군,2020,낙동밀양,20,1,1,1,0.1770210,2,0.173682 - 0.336644,358113,창원, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
470,1,151027,1,14388,2,151027,48250,Gimhae-si,김해시,2020,낙동밀양,20,1,1,1,0.1879860,2,0.173682 - 0.336644,358124,물금, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
471,1,159613,1,17746,1,159613,48740,Changnyeong-gun,창녕군,2020,낙동밀양,20,1,1,1,0.1931140,2,0.173682 - 0.336644,358111,영산, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
472,3,152860,1,15070,1,152860,48121,"Uichang-gu, Changwon-si",창원시 의창구,2020,낙동밀양,20,1,1,1,0.1909670,2,0.173682 - 0.336644,358123,봉림, ,620,기타나지,620,4000.000000000000000,1000000.000000000000000
473,3,154695,1,15762,1,154695,48121,"Uichang-gu, Changwon-si",창원시 의창구,2020,낙동밀양,20,1,1,1,0.1985760,2,0.173682 - 0.336644,358114,진영, ,710,내륙수,710,4000.000000000000000,1000000.000000000000000
474,1,170091,1,21917,1,170091,48270,Miryang-si,밀양시,2021,밀양강,20,0,1,1,0.3067650,2,0.173682 - 0.336644,358084,남명, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
475,1,165770,1,20231,1,165770,48270,Miryang-si,밀양시,2021,밀양강,20,1,1,1,0.3354350,2,0.173682 - 0.336644,358074,인산, ,210,논,210,4000.000000000000000,1000000.000000000000000
476,1,171914,1,22645,1,171914,47820,Cheongdo-gun,청도군,2021,밀양강,20,1,1,1,0.2998440,2,0.173682 - 0.336644,358074,인산, ,210,논,210,4000.000000000000000,1000000.000000000000000
477,2,180547,1,26026,1,180547,47290,Gyeongsan-si,경산시,2021,밀양강,20,1,1,1,0.2821580,2,0.173682 - 0.336644,358082,동곡, ,210,논,210,4000.000000000000000,1000000.000000000000000
